Analysis;Component;Eenheid;Text-ID 1;Datum 1;Text-ID 2;Datum 2;Project;Matrix;Product grade;Meting 1;Meting 2;Gemiddelde (x);Ratio;Absoluut verschil;Relatief verschil;SD;CV
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004728;28/09/2023 14:12;24-004982;26/04/2024 18:47;V-23V057-11;BODEM;Bodem;82,6;79,6;81,1;0,96368;-3;3,69914;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004746;28/09/2023 14:12;24-004984;26/04/2024 18:47;V-23V057-11;BODEM;Bodem;77,1;70,1;73,6;0,90921;-7;9,51087;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004747;28/09/2023 14:12;24-004986;26/04/2024 18:47;V-23V057-11;BODEM;Bodem;72,6;75,4;74;1,03857;2,8;3,78379;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004754;24/10/2023 14:41;24-004988;26/04/2024 18:47;V-23V057-12;BODEM;Verontreinigde bodem;9,1;8,2;8,65;0,9011;-0,9;10,40463;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004787;24/10/2023 14:41;24-004990;26/04/2024 18:47;V-23V057-12;BODEM;Verontreinigde bodem;89,1;91;90,05;1,02132;1,9;2,10994;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004805;24/10/2023 14:42;24-004992;26/04/2024 18:47;V-23V057-12;BODEM;Verontreinigde bodem;66,6;71,1;68,85;1,06757;4,5;6,53595;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004911;10/11/2023 8:26;24-004994;26/04/2024 18:47;V-23V057-16;BODEM;NA;78,7;77,2;77,95;0,98094;-1,5;1,92431;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004914;10/11/2023 8:26;24-004996;26/04/2024 18:47;V-23V057-16;BODEM;NA;77,7;83,5;80,6;1,07465;5,8;7,19603;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-004942;14/11/2023 6:24;24-004998;26/04/2024 18:47;V-23V057-16;BODEM;NA;84,6;85,4;85;1,00946;0,8;0,94118;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-010912;8/02/2024 10:04;24-005000;26/04/2024 18:47;V-23V057-23;BODEM;NA;26,8;27;26,9;1,00746;0,2;0,7435;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-010917;8/02/2024 10:04;24-005002;26/04/2024 18:47;V-23V057-23;BODEM;NA;14;13,4;13,7;0,95714;-0,6;4,37956;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;23-010933;8/02/2024 10:05;24-005004;26/04/2024 18:47;V-23V057-23;BODEM;NA;91;91,2;91,1;1,0022;0,2;0,21954;;
TEXTUUR_LD_LS13320_V;ZAND.63.2000µm;PCT_V;ZZZZZZ;;D-ZZZZZZ-1;;;;;;;;;;;2,03552;4,355
